,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,PoolQC,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice
165,166,190,RL,62.0,10106.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,5.863631175598097,Rec,10.583005244258363,644,GasA,Gd,Y,SBrkr,5.331542066522949,4.836117360760903,6.067151278698424,1,0,2,0,4,2,TA,6,Typ,0,None,None,None,None,0,0.0,None,None,Y,4.114283060574215,0.0,None,None,None,9,2008,WD,Normal,32.54549756322866
166,167,20,RL,70.04995836802665,10708.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,LwQ,5.940171252720432,BLQ,21.6794833886788,1617,GasA,Ex,Y,FuseA,6.573339744828089,0.0,6.573339744828089,1,0,1,0,2,1,TA,7,Typ,3,Gd,Attchd,1955.0,Fin,1,147.38878465158314,TA,TA,Y,4.830627903543849,0.0,None,GdWo,None,11,2009,COD,Normal,34.98225461455444
167,168,60,RL,86.0,10562.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,5.707110264748875,Gd,TA,PConc,Ex,TA,No,GLQ,7.161622002939187,Unf,17.146428199482248,1582,GasA,Ex,Y,SBrkr,6.334414360892233,4.844934384345263,6.8181051030823685,1,0,1,1,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3,331.9087802595551,TA,TA,Y,4.275743239636758,5.134164326428077,None,None,None,11,2007,New,Partial,38.515507442852304
168,169,60,RL,62.0,8244.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,28.982753492378876,840,GasA,Ex,Y,SBrkr,5.383563270955295,5.4465396306630005,6.439944309282142,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,2,202.29685300691082,TA,TA,Y,3.883497032423913,4.112736159338504,None,None,None,5,2007,WD,Normal,34.76371094378468
169,170,20,RL,70.04995836802665,16669.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1981,1981,Hip,WdShake,Plywood,Plywood,BrkFace,6.020112740696528,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,41.054841371024686,1686,GasA,TA,Y,SBrkr,6.427741167799711,0.0,6.427741167799711,0,0,2,1,2,1,TA,6,Typ,1,TA,Attchd,1981.0,RFn,2,229.6665694568809,TA,TA,Y,4.830627903543849,4.429233875014026,None,None,None,1,2006,WD,Normal,36.14592404373396
170,171,50,RM,70.04995836802665,12358.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,5.8888779583328805,Unf,18.973665961010276,720,GasA,TA,Y,SBrkr,5.405855935224774,0.0,6.097151842531249,0,0,1,1,2,1,TA,7,Typ,0,None,Detchd,1991.0,Unf,2,285.3068350269634,TA,TA,Y,4.464654267119834,0.0,None,None,None,5,2007,WD,Normal,32.59182213330856
171,172,20,RL,107.5,17673.5,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,4.727387818712341,TA,TA,CBlock,TA,Gd,Gd,BLQ,6.461468176353717,Unf,21.0,1080,GasA,Fa,Y,SBrkr,6.379183325375719,0.0,6.379183325375719,1,0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1960.0,Fin,2,236.1299823055523,TA,TA,P,4.3853129235875254,4.39410471082774,None,None,None,5,2010,WD,Normal,35.76771096896897
172,173,160,RL,44.0,5306.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,6.206575926724928,Rec,18.81488772222678,1064,GasA,Gd,Y,SBrkr,5.711305705405742,5.149188981492688,6.483494359831541,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1987.0,RFn,2,226.99556652981173,Gd,TA,Y,4.830627903543849,3.7702702807069937,None,None,None,6,2006,WD,Normal,36.451913251976066
173,174,20,RL,80.0,10197.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,6.020112740696528,TA,TA,CBlock,TA,TA,No,ALQ,5.666426688112432,Rec,26.457513110645905,1362,GasA,TA,Y,SBrkr,6.074971948453085,0.0,6.074971948453085,1,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1961.0,Unf,2,226.99556652981173,TA,TA,Y,0.0,3.178630384633549,None,None,None,6,2008,COD,Normal,34.02852496551173
174,175,20,RL,47.0,12416.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,VinylSd,Plywood,Stone,4.890349128221754,TA,TA,CBlock,Gd,Fa,No,ALQ,7.243512974665482,LwQ,0.0,1606,GasA,TA,Y,SBrkr,6.374362658950312,0.0,6.374362658950312,1,0,2,0,3,1,TA,7,Min2,1,TA,Attchd,1986.0,Fin,2,269.0997579509156,TA,TA,Y,4.326082637343479,0.0,None,None,None,11,2008,WD,Normal,34.78075328977354
175,176,20,RL,84.0,12615.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,Gd,Av,ALQ,6.169610732491456,Unf,26.92582403567252,1202,GasA,TA,Y,SBrkr,6.81346636296638,0.0,6.815737568110126,1,0,2,0,4,1,Gd,7,Typ,1,Gd,Attchd,1950.0,Unf,2,254.2103871974599,TA,TA,Y,0.0,3.569137194761795,None,MnPrv,None,6,2007,WD,Normal,36.56022268811771
176,177,60,RL,97.0,10029.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,5.594711379601839,Gd,TA,PConc,Gd,TA,No,GLQ,6.723832440821209,Unf,17.88854381999832,1151,GasA,TA,Y,SBrkr,5.841013971774418,5.4711295994695215,6.737003998190952,0,1,2,1,4,1,TA,8,Typ,1,TA,Attchd,1988.0,Unf,2,233.4725256047595,TA,TA,Y,0.0,5.5318970075047895,None,None,None,9,2007,WD,Normal,35.64743268817531
177,178,50,RL,70.04995836802665,13650.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,4.060443010546419,BLQ,23.53720459187964,1052,GasA,Ex,Y,SBrkr,5.948412563525522,5.083866242009144,6.619501839293746,1,0,2,0,4,1,Gd,8,Typ,1,Gd,Attchd,1958.0,Unf,2,206.5793907874971,TA,TA,Y,0.0,0.0,None,None,None,7,2006,WD,Normal,34.3784298299189
178,179,20,RL,63.0,17423.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,6.020112740696528,Ex,TA,PConc,Ex,TA,No,GLQ,7.485281148175195,Unf,17.663521732655695,2052,GasA,Ex,Y,SBrkr,6.81346636296638,0.0,6.874969759379738,1,0,2,0,1,1,Ex,9,Typ,1,Gd,Attchd,2009.0,Fin,3,384.3826201320774,TA,TA,Y,0.0,4.3578745184407,None,None,None,7,2009,New,Partial,38.81228886815089
179,180,30,RM,60.0,8520.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,31.11269837220809,968,GasA,TA,Y,SBrkr,5.577875793902916,0.0,5.577875793902916,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1935.0,Unf,2,217.79375748991595,Fa,TA,N,0.0,0.0,None,None,None,7,2007,WD,Normal,31.131946356574485
180,181,160,FV,70.04995836802665,2117.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,6.020112740696528,Gd,TA,PConc,Gd,TA,No,GLQ,6.07993319509559,Unf,17.88854381999832,756,GasA,Ex,Y,SBrkr,5.26600885374532,5.243610795028083,6.249099805534655,0,0,2,1,3,1,Gd,5,Typ,1,TA,Detchd,2000.0,Unf,2,202.29685300691082,TA,TA,Y,0.0,0.0,None,None,None,6,2007,WD,Normal,34.538495942518445
181,182,70,RL,54.0,7588.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,5.8664680569332965,Unf,21.0,793,GasA,Gd,Y,SBrkr,5.478746393072713,5.478746393072713,6.515364191937565,0,0,1,1,4,1,TA,9,Typ,1,Gd,Detchd,1920.0,Unf,1,110.544451976817,Fa,TA,Y,0.0,0.0,None,None,None,7,2006,WD,Normal,35.30956606858978
182,183,20,RL,60.0,9060.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.59511985013459,TA,TA,PConc,None,None,None,None,0.0,None,0.0,42,GasA,Ex,Y,SBrkr,6.050290111676154,0.0,6.050290111676154,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1957.0,RFn,1,126.02490209661707,TA,TA,Y,3.985949108317368,0.0,None,MnPrv,None,6,2007,WD,Normal,32.18787883008684
183,184,50,RM,63.0,11426.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,36.90528417449187,1362,GasA,Ex,Y,SBrkr,6.074971948453085,5.180040128222703,6.754919554384,0,0,2,1,3,1,Gd,6,Mod,0,None,Detchd,2003.0,Unf,2,219.33223283914836,TA,TA,N,4.572887756182583,5.5318970075047895,None,None,None,6,2008,WD,Normal,35.306394785791475
184,185,50,RL,92.0,7438.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,22.44994432064365,504,GasA,Gd,Y,SBrkr,5.531194905403055,4.2162055019449864,5.948412563525522,0,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1986.0,Unf,2,254.2103871974599,TA,TA,Y,3.9106696894727726,0.0,None,MnPrv,None,6,2006,WD,Normal,32.52221954661996
185,186,75,RM,90.0,17673.5,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0.0,Unf,33.27160951922825,1107,GasA,Ex,Y,SBrkr,6.24191633054756,6.24191633054756,7.240013313571747,0,0,2,1,4,1,Ex,12,Typ,2,TA,Detchd,1993.0,Unf,3,349.9989465740142,Ex,TA,Y,0.0,5.5318970075047895,None,GdPrv,None,6,2006,WD,Normal,38.81228886815089
186,187,80,RL,70.04995836802665,9947.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,6.416732282512326,Unf,24.020824298928627,1188,GasA,Ex,Y,SBrkr,5.906397132349366,0.0,5.906397132349366,1,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1990.0,Unf,2,224.318832952758,TA,TA,Y,4.237117172148238,3.4932942974464614,None,GdPrv,None,6,2009,WD,Normal,34.3963887716076
187,188,50,RL,60.0,10410.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,25.69046515733026,660,GasA,Ex,Y,SBrkr,5.331542066522949,5.151019153802789,6.379183325375719,0,0,2,1,3,1,TA,8,Min2,0,None,Detchd,1916.0,Unf,1,94.6597568847504,Fa,Fa,N,0.0,0.0,None,MnPrv,None,8,2009,WD,Normal,32.88568838049432
188,189,90,RL,64.0,7018.0,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,5.62040086571715,TA,TA,CBlock,Gd,TA,Av,GLQ,6.99117688712121,Unf,0.0,1086,GasA,TA,Y,SBrkr,5.91487205010149,0.0,5.91487205010149,2,0,0,2,2,2,TA,6,Typ,2,TA,Detchd,1979.0,Unf,2,236.1299823055523,TA,TA,Y,4.009207159182369,0.0,None,None,None,6,2009,WD,Alloca,33.65438889506848
189,190,120,RL,41.0,4923.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,7.050989447068045,Unf,20.97617696340303,1593,GasA,Ex,Y,SBrkr,6.317626459909624,0.0,6.317626459909624,1,0,1,1,0,1,Ex,5,Typ,1,Gd,Attchd,2001.0,Fin,2,293.3473104538514,TA,TA,Y,0.0,5.134164326428077,None,None,None,8,2008,WD,Normal,37.637995008653526
190,191,70,RL,70.0,10570.0,Pave,None,Reg,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,8,1932,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,Gd,Gd,No,Rec,5.697093486505405,Unf,23.57965224510319,853,GasA,TA,Y,SBrkr,6.2735426441771205,5.858498493936908,7.226388140460463,0,0,2,1,3,1,Gd,10,Maj1,2,TA,Detchd,1932.0,Unf,2,202.29685300691082,TA,TA,Y,0.0,4.590480054025324,None,None,None,12,2007,WD,Normal,38.2895309123444
191,192,60,RL,70.04995836802665,7472.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.9344739331306915,TA,TA,CBlock,TA,TA,No,ALQ,6.440946540632921,Unf,9.9498743710662,725,GasA,Gd,Y,SBrkr,5.189009928268833,5.2401393526787015,6.2014328220225705,1,0,1,1,4,1,Gd,7,Typ,0,None,Attchd,1972.0,Fin,2,219.33223283914836,TA,TA,Y,0.0,3.6741526438185916,None,None,None,6,2007,WD,Normal,34.78075328977354
192,193,20,RL,68.0,9017.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,6.329720905522696,Unf,29.512709126747414,1431,GasA,Ex,Y,SBrkr,6.150492715120918,0.0,6.150492715120918,1,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1999.0,Fin,2,287.50373996611165,TA,TA,Y,0.0,3.7702702807069937,None,None,None,9,2009,WD,Normal,35.048222121559355
193,194,160,RM,31.5,2522.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,3.9318256327243257,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,31.144823004794873,970,GasA,Ex,Y,SBrkr,5.580754698496868,5.21388093823942,6.429623100710397,0,0,2,0,3,1,Gd,7,Maj1,0,None,Detchd,2004.0,Unf,2,178.6327718668482,TA,TA,Y,0.0,3.914373360313232,None,None,None,5,2006,WD,Normal,32.6607386020933
194,195,20,RL,60.0,7180.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,5.968707559985366,Unf,21.77154105707724,864,GasA,TA,Y,SBrkr,5.421612021659069,0.0,5.421612021659069,0,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1989.0,Unf,1,167.39579664905668,TA,TA,Y,0.0,0.0,None,None,None,5,2008,WD,Normal,32.52221954661996
195,196,160,RL,31.5,2280.0,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,6.340359303727752,Unf,17.0,855,GasA,TA,Y,SBrkr,5.407437751322422,4.951292896230491,6.177181238775322,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976.0,Unf,2,202.29685300691082,TA,TA,Y,3.7864436232585685,0.0,None,None,None,7,2009,WD,Normal,33.45953462049572
196,197,20,RL,79.0,9416.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,Stone,5.327876168789581,Ex,TA,PConc,Ex,TA,No,GLQ,7.027314514039777,Unf,24.49489742783178,1726,GasA,Ex,Y,SBrkr,6.445553207885416,0.0,6.445553207885416,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3,330.83912995094363,TA,TA,Y,4.248958096765297,5.293177321217896,None,None,None,9,2007,New,Partial,38.22176497315291
197,198,75,RL,107.5,17673.5,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4,1918,1990,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,6.9440872082295275,LwQ,11.832159566199232,1360,GasA,Gd,Y,SBrkr,6.072740553421622,6.072740553421622,7.240013313571747,1,1,2,0,4,1,Gd,8,Typ,1,Ex,Detchd,1918.0,Unf,2,334.0462000852434,TA,TA,Y,0.0,2.949118487226842,Ex,GdPrv,None,3,2006,WD,Abnorml,36.34205440191028
198,199,75,RM,92.0,5520.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,27.477263328068172,755,GasA,Ex,Y,SBrkr,5.520824332312734,5.520824332312734,6.871119744004721,0,0,1,0,5,1,TA,8,Typ,0,None,None,None,None,0,0.0,None,None,Y,0.0,5.5318970075047895,None,MnPrv,None,7,2009,WD,Abnorml,31.356643162094983
199,200,20,RL,76.0,9591.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.572154032177765,Gd,TA,PConc,Ex,TA,Av,GLQ,6.9930151229329605,Unf,25.0,1713,GasA,Ex,Y,SBrkr,6.433382016727263,0.0,6.433382016727263,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2004.0,Fin,3,355.63892816852075,TA,TA,Y,0.0,3.4533750322495727,None,None,None,1,2009,WD,Normal,37.37369754673564
200,201,20,RM,80.0,8546.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,33.481338085566414,1121,GasA,Ex,Y,SBrkr,5.786306082948466,0.0,5.786306082948466,0,0,2,0,2,1,TA,5,Typ,0,None,Attchd,2003.0,RFn,2,202.29685300691082,TA,TA,Y,4.074306380460064,4.429233875014026,None,None,None,3,2010,WD,Normal,33.10367550849373
201,202,20,RL,75.0,10125.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.464588303689961,LwQ,16.61324772583615,1196,GasA,TA,Y,SBrkr,5.980226541235318,0.0,5.980226541235318,0,1,2,0,3,1,TA,6,Typ,2,Fa,Detchd,1980.0,Unf,2,215.09665118575083,TA,TA,Y,4.467403761831542,4.718640085059669,None,MnPrv,None,2,2008,WD,Normal,34.34237901816552
202,203,50,RL,50.0,7000.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,Fa,TA,No,LwQ,6.42648845745769,Unf,0.0,617,GasA,Gd,Y,SBrkr,5.423180094714308,4.592931864259363,6.016138474279637,0,0,2,0,2,1,TA,6,Min1,0,None,Attchd,1924.0,Unf,1,185.7887736978694,TA,TA,Y,0.0,0.0,None,None,None,5,2006,COD,Normal,31.784869106933243
203,204,120,RM,70.04995836802665,4438.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.327876168789581,Gd,TA,PConc,Gd,TA,Av,GLQ,6.4967749901858625,Unf,13.638181696985855,848,GasA,Ex,Y,SBrkr,5.396335752816171,0.0,5.396335752816171,1,0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2004.0,RFn,2,194.46767978563466,TA,TA,Y,4.156435100659952,0.0,None,None,None,1,2008,WD,Normal,33.47992423957189
204,205,50,RM,50.0,3500.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,5.746203190540153,Unf,20.199009876724155,720,GasA,TA,Y,SBrkr,5.180040128222703,4.873262169643229,5.986062623656541,0,0,1,1,2,1,TA,5,Typ,0,None,Detchd,1948.0,Unf,1,120.90513870156188,TA,TA,Y,0.0,3.7702702807069937,None,MnWw,None,4,2009,WD,Normal,31.680308457985618
205,206,20,RL,99.0,11851.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,37.73592452822641,1424,GasA,Ex,Y,SBrkr,6.162278401053871,0.0,6.162278401053871,0,0,2,0,3,1,TA,5,Typ,0,None,Attchd,1990.0,RFn,2,225.46671210607764,TA,TA,Y,0.0,3.739125407834913,None,None,None,5,2009,WD,Normal,34.66062130211149
206,207,20,RL,40.0,13673.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,33.76388603226827,1140,GasA,TA,Y,SBrkr,6.417360872192556,0.0,6.417360872192556,0,0,1,1,3,1,TA,8,Min2,1,TA,Attchd,1962.0,RFn,1,166.18382738343695,TA,TA,Y,0.0,3.605234197617762,None,None,None,3,2007,WD,Normal,33.26916500277511
207,208,20,RL,70.04995836802665,12493.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,6.040254711277414,Rec,19.364916731037084,1100,GasA,TA,Y,SBrkr,5.75901449065324,0.0,5.75901449065324,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1960.0,RFn,1,151.09881315666763,TA,TA,Y,4.724686444711262,0.0,None,GdWo,None,4,2008,WD,Normal,33.14647808911633
208,209,60,RL,70.04995836802665,14364.0,Pave,None,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,4.859812404361672,Gd,TA,CBlock,Gd,TA,Gd,GLQ,6.97166860472579,Unf,9.591663046625438,1157,GasA,Ex,Y,SBrkr,5.8609835415769025,5.449631621480024,6.738638598335046,1,0,2,1,3,1,TA,7,Typ,1,Gd,Attchd,1988.0,Fin,2,207.74454503586182,TA,TA,Y,3.5232378134303612,4.261988702677908,None,None,None,4,2007,WD,Normal,37.42438590136222
209,210,20,RL,75.0,8250.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,5.564520407322694,TA,TA,CBlock,Gd,TA,No,Rec,6.669498089857879,Unf,17.46424919657298,1092,GasA,Ex,Y,SBrkr,5.748514876358642,0.0,5.748514876358642,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1964.0,RFn,2,226.99556652981173,TA,Gd,Y,0.0,0.0,None,MnPrv,None,7,2008,WD,Normal,33.315152973384144
